Team,Opponent,Win_Percentage,Wins,Losses,Ties,Total_Games
Maryland,USC,100.0,1,0,0,1
Maryland,Utah,,0,0,0,0
Maryland,Vanderbilt,33.33,4,8,0,12
Maryland,Virginia,58.97,46,32,2,80
Maryland,Virginia Tech,53.12,17,15,0,32
Maryland,Wake Forest,70.49,43,18,1,62
Maryland,Washington,0.0,0,2,0,2
Maryland,Washington State,,0,0,0,0
Maryland,West Virginia,45.1,23,28,2,53
Maryland,Wisconsin,20.0,1,4,0,5
Miami (FL),Alabama,16.67,3,15,0,18
Miami (FL),Arizona,66.67,2,1,0,3
Miami (FL),Arizona State,50.0,1,1,0,2
Miami (FL),Arkansas,100.0,3,0,0,3
Miami (FL),Auburn,36.36,4,7,0,11
Miami (FL),BYU,50.0,1,1,0,2
Miami (FL),Baylor,66.67,6,3,0,9
Miami (FL),Boston College,80.65,25,6,0,31
Miami (FL),California (Cal),60.0,3,2,0,5
Miami (FL),Cincinnati,84.62,11,2,0,13
Miami (FL),Clemson,50.0,7,7,0,14
Miami (FL),Colorado,37.5,3,5,0,8
Miami (FL),Duke,76.19,16,5,0,21
Miami (FL),Florida,53.45,31,27,0,58
Miami (FL),Florida State,52.86,37,33,0,70
Miami (FL),Georgia,36.36,4,7,1,12
Miami (FL),Georgia Tech,48.28,14,15,0,29
Miami (FL),Houston,61.11,11,7,0,18
Miami (FL),Illinois,,0,0,0,0
Miami (FL),Indiana,33.33,1,2,0,3
Miami (FL),Iowa,100.0,4,0,0,4
Miami (FL),Iowa State,0.0,0,1,0,1
Miami (FL),Kansas,100.0,4,0,0,4
Miami (FL),Kansas State,0.0,0,2,0,2
Miami (FL),Kentucky,37.5,3,5,0,8
Miami (FL),LSU,23.08,3,10,0,13
Miami (FL),Louisville,68.75,11,5,1,17
Miami (FL),Maryland,47.06,8,9,0,17
Miami (FL),Miami (FL),,0,0,0,0
Miami (FL),Michigan,50.0,1,1,0,2
Miami (FL),Michigan State,80.0,4,1,0,5
Miami (FL),Minnesota,,0,0,0,0
Miami (FL),Mississippi State,60.0,3,2,0,5
Miami (FL),Missouri,100.0,3,0,0,3
Miami (FL),NC State,66.67,12,6,1,19
Miami (FL),Nebraska,50.0,6,6,0,12
Miami (FL),North Carolina,40.74,11,16,0,27
Miami (FL),Northwestern,50.0,2,2,0,4
Miami (FL),Ohio State,50.0,3,3,0,6
Miami (FL),Oklahoma,57.14,4,3,0,7
Miami (FL),Oklahoma State,50.0,1,1,0,2
Miami (FL),Ole Miss,50.0,2,2,0,4
Miami (FL),Oregon,100.0,1,0,0,1
Miami (FL),Oregon State,,0,0,0,0
Miami (FL),Penn State,46.15,6,7,0,13
Miami (FL),Pittsburgh,71.43,30,12,1,43
Miami (FL),Purdue,83.33,5,1,0,6
Miami (FL),Rutgers,91.67,11,1,0,12
Miami (FL),South Carolina,57.14,8,6,2,16
Miami (FL),Stanford,100.0,1,0,0,1
Miami (FL),Syracuse,68.0,17,8,0,25
Miami (FL),TCU,66.67,6,3,0,9
Miami (FL),Tennessee,33.33,1,2,0,3
Miami (FL),Texas,50.0,2,2,0,4
Miami (FL),Texas A&M,66.67,4,2,0,6
Miami (FL),Texas Tech,80.0,4,1,0,5
Miami (FL),UCF,100.0,2,0,0,2
Miami (FL),UCLA,33.33,1,2,0,3
Miami (FL),USC,50.0,1,1,0,2
Miami (FL),Utah,,0,0,0,0
Miami (FL),Vanderbilt,50.0,4,4,0,8
Miami (FL),Virginia,61.9,13,8,0,21
Miami (FL),Virginia Tech,64.29,27,15,0,42
Miami (FL),Wake Forest,75.0,9,3,0,12
Miami (FL),Washington,33.33,1,2,0,3
Miami (FL),Washington State,0.0,0,1,0,1
Miami (FL),West Virginia,85.0,17,3,0,20
Miami (FL),Wisconsin,33.33,2,4,0,6
Michigan,Alabama,57.14,4,3,0,7
Michigan,Arizona,100.0,2,0,0,2
Michigan,Arizona State,0.0,0,1,0,1
Michigan,Arkansas,100.0,1,0,0,1
Michigan,Auburn,50.0,1,1,0,2
Michigan,BYU,50.0,1,1,0,2
Michigan,Baylor,100.0,1,0,1,2
Michigan,Boston College,100.0,4,0,0,4
Michigan,California (Cal),75.0,6,2,0,8
Michigan,Cincinnati,100.0,1,0,0,1
Michigan,Clemson,,0,0,0,0
Michigan,Colorado,80.0,4,1,0,5
Michigan,Duke,100.0,6,0,0,6
Michigan,Florida,80.0,4,1,0,5
Michigan,Florida State,33.33,1,2,0,3
Michigan,Georgia,33.33,1,2,0,3
Michigan,Georgia Tech,100.0,1,0,0,1
Michigan,Houston,100.0,3,0,0,3
Michigan,Illinois,75.0,72,24,2,98
Michigan,Indiana,84.93,62,11,0,73
Michigan,Iowa,75.0,45,15,4,64
Michigan,Iowa State,,0,0,0,0
Michigan,Kansas,100.0,3,0,0,3
Michigan,Kansas State,0.0,0,1,0,1
Michigan,Kentucky,100.0,1,0,0,1
Michigan,LSU,,0,0,0,0
Michigan,Louisville,,0,0,0,0
Michigan,Maryland,92.31,12,1,0,13
Michigan,Miami (FL),50.0,1,1,0,2
Michigan,Michigan,,0,0,0,0
Michigan,Michigan State,66.37,75,38,5,118
Michigan,Minnesota,75.73,78,25,3,106
Michigan,Mississippi State,0.0,0,1,0,1
Michigan,Missouri,50.0,2,2,0,4
Michigan,NC State,100.0,1,0,0,1
Michigan,Nebraska,69.23,9,4,1,14
Michigan,North Carolina,33.33,1,2,0,3
Michigan,Northwestern,80.26,61,15,2,78
Michigan,Ohio State,53.91,62,53,6,121
Michigan,Oklahoma,0.0,0,2,0,2
Michigan,Oklahoma State,100.0,2,0,0,2
Michigan,Ole Miss,100.0,1,0,0,1
Michigan,Oregon,50.0,3,3,0,6
Michigan,Oregon State,100.0,5,0,0,5
Michigan,Penn State,62.96,17,10,0,27
Michigan,Pittsburgh,100.0,2,0,0,2
Michigan,Purdue,77.05,47,14,0,61
Michigan,Rutgers,90.0,9,1,0,10
Michigan,South Carolina,25.0,1,3,0,4
Michigan,Stanford,66.67,6,3,1,10
Michigan,Syracuse,54.55,6,5,1,12
Michigan,TCU,0.0,0,1,0,1
Michigan,Tennessee,0.0,0,1,0,1
Michigan,Texas,0.0,0,3,0,3
Michigan,Texas A&M,66.67,2,1,0,3
Michigan,Texas Tech,,0,0,0,0
Michigan,UCF,100.0,1,0,0,1
Michigan,UCLA,72.73,8,3,0,11
Michigan,USC,41.67,5,7,0,12
Michigan,Utah,25.0,1,3,0,4
Michigan,Vanderbilt,100.0,10,0,1,11
Michigan,Virginia,100.0,3,0,0,3
Michigan,Virginia Tech,100.0,1,0,0,1
Michigan,Wake Forest,100.0,2,0,0,2
Michigan,Washington,62.5,10,6,0,16
Michigan,Washington State,100.0,4,0,0,4
Michigan,West Virginia,100.0,1,0,0,1
Michigan,Wisconsin,75.71,53,17,1,71
Michigan State,Alabama,0.0,0,2,0,2
Michigan State,Arizona,100.0,3,0,0,3
Michigan State,Arizona State,25.0,1,3,0,4
Michigan State,Arkansas,,0,0,0,0
Michigan State,Auburn,0.0,0,1,0,1
Michigan State,BYU,0.0,0,1,0,1
Michigan State,Baylor,100.0,2,0,0,2
Michigan State,Boston College,28.57,2,5,1,8
Michigan State,California (Cal),50.0,2,2,0,4
Michigan State,Cincinnati,50.0,1,1,0,2
Michigan State,Clemson,,0,0,0,0
Michigan State,Colorado,100.0,3,0,0,3
Michigan State,Duke,,0,0,0,0
Michigan State,Florida,100.0,1,0,0,1
Michigan State,Florida State,0.0,0,2,0,2
Michigan State,Georgia,33.33,1,2,0,3
Michigan State,Georgia Tech,0.0,0,3,0,3
Michigan State,Houston,0.0,0,1,0,1
Michigan State,Illinois,57.45,27,20,2,49
Michigan State,Indiana,72.86,51,19,2,72
Michigan State,Iowa,46.94,23,26,2,51
Michigan State,Iowa State,100.0,2,0,0,2
Michigan State,Kansas,83.33,5,1,0,6
Michigan State,Kansas State,100.0,5,0,1,6
Michigan State,Kentucky,50.0,2,2,0,4
Michigan State,LSU,0.0,0,1,0,1
Michigan State,Louisville,33.33,1,2,0,3
Michigan State,Maryland,75.0,12,4,0,16
Michigan State,Miami (FL),20.0,1,4,0,5
Michigan State,Michigan,33.63,38,75,5,118
Michigan State,Michigan State,,0,0,0,0
Michigan State,Minnesota,60.0,30,20,0,50
Michigan State,Mississippi State,66.67,2,1,1,4
Michigan State,Missouri,62.5,5,3,0,8
Michigan State,NC State,80.0,4,1,1,6
Michigan State,Nebraska,28.57,4,10,0,14
Michigan State,North Carolina,66.67,2,1,0,3
Michigan State,Northwestern,68.33,41,19,0,60
Michigan State,Ohio State,26.92,14,38,0,52
Michigan State,Oklahoma,,0,0,0,0
Michigan State,Oklahoma State,,0,0,0,0
Michigan State,Ole Miss,,0,0,0,0
Michigan State,Oregon,37.5,3,5,0,8
Michigan State,Oregon State,85.71,6,1,1,8
Michigan State,Penn State,47.37,18,20,1,39
Michigan State,Pittsburgh,100.0,7,0,1,8
Michigan State,Purdue,57.58,38,28,3,69
Michigan State,Rutgers,62.5,10,6,0,16
Michigan State,South Carolina,,0,0,0,0
Michigan State,Stanford,66.67,4,2,0,6
Michigan State,Syracuse,75.0,9,3,1,13
Michigan State,TCU,100.0,2,0,0,2
Michigan State,Tennessee,,0,0,0,0
Michigan State,Texas,,0,0,0,0
Michigan State,Texas A&M,66.67,2,1,0,3
Michigan State,Texas Tech,0.0,0,1,0,1
Michigan State,UCF,,0,0,0,0
Michigan State,UCLA,42.86,3,4,0,7
Michigan State,USC,44.44,4,5,0,9
Michigan State,Utah,,0,0,0,0
Michigan State,Vanderbilt,,0,0,0,0
Michigan State,Virginia,,0,0,0,0
Michigan State,Virginia Tech,,0,0,0,0
Michigan State,Wake Forest,100.0,1,0,0,1
Michigan State,Washington,20.0,1,4,0,5
Michigan State,Washington State,75.0,6,2,0,8
Michigan State,West Virginia,100.0,4,0,0,4
Michigan State,Wisconsin,58.18,32,23,0,55
Minnesota,Alabama,100.0,1,0,0,1
Minnesota,Arizona,100.0,1,0,0,1
Minnesota,Arizona State,0.0,0,1,0,1
Minnesota,Arkansas,100.0,1,0,0,1
Minnesota,Auburn,100.0,1,0,0,1
Minnesota,BYU,,0,0,0,0
Minnesota,Baylor,100.0,1,0,0,1
Minnesota,Boston College,,0,0,0,0
Minnesota,California (Cal),28.57,2,5,0,7
Minnesota,Cincinnati,,0,0,0,0
Minnesota,Clemson,100.0,1,0,0,1
Minnesota,Colorado,40.0,2,3,0,5
Minnesota,Duke,,0,0,0,0
Minnesota,Florida,,0,0,0,0
Minnesota,Florida State,,0,0,0,0
Minnesota,Georgia,,0,0,0,0
Minnesota,Georgia Tech,100.0,1,0,0,1
Minnesota,Houston,50.0,1,1,0,2
Minnesota,Illinois,55.41,41,33,3,77
Minnesota,Indiana,60.61,40,26,3,69
Minnesota,Iowa,53.45,62,54,2,118
Minnesota,Iowa State,88.0,22,3,1,26
Minnesota,Kansas,42.86,3,4,0,7
Minnesota,Kansas State,33.33,1,2,0,3
Minnesota,Kentucky,,0,0,0,0
Minnesota,LSU,,0,0,0,0
Minnesota,Louisville,,0,0,0,0
Minnesota,Maryland,50.0,4,4,0,8
Minnesota,Miami (FL),,0,0,0,0
Minnesota,Michigan,24.27,25,78,3,106
Minnesota,Michigan State,40.0,20,30,0,50
Minnesota,Minnesota,,0,0,0,0
Minnesota,Mississippi State,,0,0,0,0
Minnesota,Missouri,37.5,3,5,1,9
Minnesota,NC State,0.0,0,1,0,1
Minnesota,Nebraska,60.32,38,25,2,65
Minnesota,North Carolina,0.0,0,2,0,2
Minnesota,Northwestern,59.57,56,38,5,99
Minnesota,Ohio State,12.5,7,49,0,56
Minnesota,Oklahoma,0.0,0,2,0,2
Minnesota,Oklahoma State,100.0,2,0,0,2
Minnesota,Ole Miss,100.0,1,0,0,1
Minnesota,Oregon,60.0,3,2,0,5
Minnesota,Oregon State,80.0,4,1,0,5
Minnesota,Penn State,35.29,6,11,0,17
Minnesota,Pittsburgh,75.0,9,3,0,12
Minnesota,Purdue,54.55,42,35,3,80
Minnesota,Rutgers,80.0,4,1,0,5
Minnesota,South Carolina,,0,0,0,0
Minnesota,Stanford,50.0,1,1,1,3
Minnesota,Syracuse,66.67,4,2,0,6
Minnesota,TCU,33.33,1,2,0,3
Minnesota,Tennessee,0.0,0,1,0,1
Minnesota,Texas,100.0,1,0,0,1
Minnesota,Texas A&M,,0,0,0,0
Minnesota,Texas Tech,0.0,0,2,0,2
Minnesota,UCF,,0,0,0,0
Minnesota,UCLA,75.0,3,1,0,4
Minnesota,USC,25.0,2,6,1,9
Minnesota,Utah,50.0,1,1,0,2
Minnesota,Vanderbilt,50.0,2,2,0,4
Minnesota,Virginia,0.0,0,1,0,1
Minnesota,Virginia Tech,100.0,1,0,0,1
Minnesota,Wake Forest,100.0,1,0,0,1
Minnesota,Washington,58.82,10,7,0,17
Minnesota,Washington State,50.0,3,3,0,6
Minnesota,West Virginia,100.0,1,0,0,1
Minnesota,Wisconsin,49.6,62,63,8,133
Mississippi State,Alabama,16.5,17,86,3,106
Mississippi State,Arizona,100.0,2,0,0,2
Mississippi State,Arizona State,50.0,1,1,0,2
Mississippi State,Arkansas,45.71,16,19,1,36
Mississippi State,Auburn,32.98,31,63,3,97
Mississippi State,BYU,50.0,2,2,0,4
Mississippi State,Baylor,33.33,1,2,1,4
Mississippi State,Boston College,,0,0,0,0
Mississippi State,California (Cal),,0,0,0,0
Mississippi State,Cincinnati,50.0,1,1,0,2
Mississippi State,Clemson,50.0,1,1,1,3
Mississippi State,Colorado,,0,0,0,0
Mississippi State,Duke,,0,0,0,0
Mississippi State,Florida,34.55,19,36,2,57
Mississippi State,Florida State,22.22,2,7,0,9
Mississippi State,Georgia,21.43,6,22,0,28
Mississippi State,Georgia Tech,0.0,0,5,0,5
Mississippi State,Houston,43.75,7,9,0,16
Mississippi State,Illinois,66.67,2,1,0,3
Mississippi State,Indiana,0.0,0,3,0,3
Mississippi State,Iowa,0.0,0,1,0,1
Mississippi State,Iowa State,,0,0,0,0
Mississippi State,Kansas,100.0,1,0,0,1
Mississippi State,Kansas State,75.0,3,1,0,4
Mississippi State,Kentucky,50.98,26,25,0,51
Mississippi State,LSU,33.33,37,74,3,114
Mississippi State,Louisville,83.33,5,1,0,6
Mississippi State,Maryland,0.0,0,1,0,1
Mississippi State,Miami (FL),40.0,2,3,0,5
Mississippi State,Michigan,100.0,1,0,0,1
Mississippi State,Michigan State,33.33,1,2,1,4
Mississippi State,Minnesota,,0,0,0,0
Mississippi State,Mississippi State,,0,0,0,0
Mississippi State,Missouri,33.33,2,4,0,6
Mississippi State,NC State,57.14,4,3,0,7
Mississippi State,Nebraska,0.0,0,1,0,1
Mississippi State,North Carolina,50.0,1,1,0,2
Mississippi State,Northwestern,0.0,0,1,0,1
Mississippi State,Ohio State,,0,0,0,0
Mississippi State,Oklahoma,,0,0,0,0
Mississippi State,Oklahoma State,40.0,2,3,0,5
Mississippi State,Ole Miss,41.23,47,67,5,119
Mississippi State,Oregon,0.0,0,2,0,2
Mississippi State,Oregon State,,0,0,0,0
Mississippi State,Penn State,,0,0,0,0
Mississippi State,Pittsburgh,,0,0,0,0
Mississippi State,Purdue,,0,0,0,0
Mississippi State,Rutgers,,0,0,0,0
Mississippi State,South Carolina,41.18,7,10,0,17
Mississippi State,Stanford,,0,0,0,0
Mississippi State,Syracuse,100.0,2,0,0,2
Mississippi State,TCU,,0,0,1,1
Mississippi State,Tennessee,34.04,16,31,1,48
Mississippi State,Texas,33.33,2,4,0,6
Mississippi State,Texas A&M,47.37,9,10,0,19
Mississippi State,Texas Tech,57.14,4,3,1,8
Mississippi State,UCF,100.0,2,0,0,2
Mississippi State,UCLA,,0,0,0,0
Mississippi State,USC,,0,0,0,0
Mississippi State,Utah,,0,0,0,0
Mississippi State,Vanderbilt,68.18,15,7,2,24
Mississippi State,Virginia,,0,0,0,0
Mississippi State,Virginia Tech,,0,0,0,0
Mississippi State,Wake Forest,50.0,1,1,0,2
Mississippi State,Washington,100.0,1,0,0,1
Mississippi State,Washington State,,0,0,0,0
Mississippi State,West Virginia,0.0,0,2,0,2
Mississippi State,Wisconsin,,0,0,0,0
Missouri,Alabama,22.22,2,7,0,9
Missouri,Arizona,100.0,3,0,0,3
Missouri,Arizona State,57.14,4,3,0,7
Missouri,Arkansas,76.47,13,4,0,17
Missouri,Auburn,50.0,3,3,0,6
Missouri,BYU,50.0,1,1,0,2
Missouri,Baylor,71.43,10,4,0,14
Missouri,Boston College,50.0,1,1,0,2
Missouri,California (Cal),33.33,2,4,1,7
Missouri,Cincinnati,,0,0,0,0
Missouri,Clemson,25.0,1,3,0,4
Missouri,Colorado,56.94,41,31,3,75
Missouri,Duke,100.0,1,0,0,1
Missouri,Florida,53.85,7,6,0,13
Missouri,Florida State,,0,0,0,0
Missouri,Georgia,7.69,1,12,0,13
Missouri,Georgia Tech,50.0,1,1,0,2
Missouri,Houston,50.0,1,1,0,2
Missouri,Illinois,70.83,17,7,0,24
Missouri,Indiana,30.0,3,7,2,12
Missouri,Iowa,55.56,5,4,0,9
Missouri,Iowa State,64.89,61,33,9,103
Missouri,Kansas,53.4,55,48,8,111
Missouri,Kansas State,63.83,60,34,5,99
Missouri,Kentucky,35.71,5,9,0,14
Missouri,LSU,50.0,2,2,0,4
Missouri,Louisville,100.0,1,0,0,1
Missouri,Maryland,0.0,0,6,0,6
Missouri,Miami (FL),0.0,0,3,0,3
Missouri,Michigan,50.0,2,2,0,4
Missouri,Michigan State,37.5,3,5,0,8
Missouri,Minnesota,62.5,5,3,1,9
Missouri,Mississippi State,66.67,4,2,0,6
Missouri,Missouri,,0,0,0,0
Missouri,NC State,,0,0,0,0
Missouri,Nebraska,35.48,33,60,3,96
Missouri,North Carolina,100.0,3,0,0,3
Missouri,Northwestern,55.56,5,4,0,9
Missouri,Ohio State,16.67,2,10,1,13
Missouri,Oklahoma,26.88,25,68,5,98
Missouri,Oklahoma State,54.72,29,24,0,53
Missouri,Ole Miss,87.5,7,1,0,8
Missouri,Oregon,100.0,1,0,0,1
Missouri,Oregon State,0.0,0,2,0,2
Missouri,Penn State,25.0,1,3,0,4
Missouri,Pittsburgh,0.0,0,1,0,1
Missouri,Purdue,30.0,3,7,0,10
Missouri,Rutgers,,0,0,0,0
Missouri,South Carolina,62.5,10,6,0,16
Missouri,Stanford,0.0,0,1,0,1
Missouri,Syracuse,0.0,0,3,0,3
Missouri,TCU,50.0,1,1,0,2
Missouri,Tennessee,50.0,6,6,0,12
Missouri,Texas,19.05,4,17,0,21
Missouri,Texas A&M,38.89,7,11,0,18
Missouri,Texas Tech,66.67,6,3,0,9
Missouri,UCF,100.0,2,0,0,2
Missouri,UCLA,0.0,0,2,1,3
Missouri,USC,33.33,1,2,0,3
Missouri,Utah,50.0,1,1,0,2
Missouri,Vanderbilt,66.67,10,5,1,16
Missouri,Virginia,50.0,1,1,0,2
Missouri,Virginia Tech,,0,0,0,0
Missouri,Wake Forest,0.0,0,1,0,1
Missouri,Washington,,0,0,0,0
Missouri,Washington State,100.0,1,0,0,1
Missouri,West Virginia,57.14,4,3,0,7
Missouri,Wisconsin,20.0,1,4,0,5
NC State,Alabama,0.0,0,5,0,5
NC State,Arizona,0.0,0,1,0,1
NC State,Arizona State,66.67,2,1,0,3
NC State,Arkansas,,0,0,0,0
NC State,Auburn,50.0,1,1,0,2
NC State,BYU,,0,0,0,0
NC State,Baylor,0.0,0,2,0,2
NC State,Boston College,42.11,8,11,0,19
NC State,California (Cal),100.0,1,0,0,1
NC State,Cincinnati,50.0,1,1,0,2
NC State,Clemson,33.33,30,60,1,91
NC State,Colorado,,0,0,0,0
NC State,Duke,45.68,37,44,5,86
NC State,Florida,30.77,4,9,1,14
NC State,Florida State,38.64,17,27,0,44
NC State,Georgia,14.29,1,6,1,8
NC State,Georgia Tech,36.36,12,21,0,33
NC State,Houston,50.0,1,1,1,3
NC State,Illinois,,0,0,0,0
NC State,Indiana,100.0,4,0,0,4
NC State,Iowa,100.0,3,0,0,3
NC State,Iowa State,100.0,1,0,0,1
NC State,Kansas,100.0,2,0,0,2
NC State,Kansas State,0.0,0,1,0,1
NC State,Kentucky,33.33,1,2,0,3
NC State,LSU,,0,0,0,0
NC State,Louisville,30.77,4,9,0,13
NC State,Maryland,48.48,32,34,4,70
NC State,Miami (FL),33.33,6,12,1,19
NC State,Michigan,0.0,0,1,0,1
NC State,Michigan State,20.0,1,4,1,6
NC State,Minnesota,100.0,1,0,0,1
NC State,Mississippi State,42.86,3,4,0,7
NC State,Missouri,,0,0,0,0
NC State,NC State,,0,0,0,0
NC State,Nebraska,0.0,0,2,0,2
NC State,North Carolina,40.59,41,60,5,106
NC State,Northwestern,,0,0,0,0
NC State,Ohio State,0.0,0,2,0,2
NC State,Oklahoma,0.0,0,2,0,2
NC State,Oklahoma State,,0,0,0,0
NC State,Ole Miss,,0,0,0,0
NC State,Oregon,,0,0,0,0
NC State,Oregon State,,0,0,0,0
NC State,Penn State,10.53,2,17,0,19
NC State,Pittsburgh,45.45,5,6,1,12
NC State,Purdue,50.0,1,1,0,2
NC State,Rutgers,0.0,0,1,0,1
NC State,South Carolina,49.02,25,26,4,55
NC State,Stanford,100.0,1,0,0,1
NC State,Syracuse,76.47,13,4,0,17
NC State,TCU,,0,0,0,0
NC State,Tennessee,25.0,1,3,0,4
NC State,Texas,100.0,1,0,0,1
NC State,Texas A&M,0.0,0,1,0,1
NC State,Texas Tech,83.33,5,1,0,6
NC State,UCF,66.67,2,1,0,3
NC State,UCLA,0.0,0,2,0,2
NC State,USC,,0,0,0,0
NC State,Utah,,0,0,0,0
NC State,Vanderbilt,33.33,1,2,0,3
NC State,Virginia,63.33,38,22,0,60
NC State,Virginia Tech,41.67,20,28,4,52
NC State,Wake Forest,61.95,70,43,5,118
NC State,Washington,,0,0,0,0
NC State,Washington State,,0,0,0,0
NC State,West Virginia,45.45,5,6,0,11
NC State,Wisconsin,,0,0,0,0
Nebraska,Alabama,40.0,2,3,0,5
Nebraska,Arizona,50.0,1,1,1,3
Nebraska,Arizona State,75.0,6,2,0,8
Nebraska,Arkansas,0.0,0,1,0,1
Nebraska,Auburn,75.0,3,1,0,4
Nebraska,BYU,0.0,0,1,0,1
Nebraska,Baylor,91.67,11,1,0,12
Nebraska,Boston College,100.0,1,0,0,1
Nebraska,California (Cal),100.0,3,0,0,3
Nebraska,Cincinnati,100.0,2,0,0,2
Nebraska,Clemson,50.0,1,1,0,2
Nebraska,Colorado,70.0,49,21,2,72
Nebraska,Duke,0.0,0,1,0,1
Nebraska,Florida,100.0,2,0,0,2
Nebraska,Florida State,25.0,2,6,0,8
Nebraska,Georgia,66.67,2,1,0,3
Nebraska,Georgia Tech,0.0,0,1,0,1
Nebraska,Houston,0.0,0,1,0,1
Nebraska,Illinois,66.67,14,7,1,22
Nebraska,Indiana,45.0,9,11,3,23
Nebraska,Iowa,56.52,26,20,1,47
Nebraska,Iowa State,84.0,84,16,2,102
Nebraska,Kansas,83.02,88,18,3,109
Nebraska,Kansas State,83.7,77,15,3,95
Nebraska,Kentucky,,0,0,0,0
Nebraska,LSU,100.0,5,0,1,6
Nebraska,Louisville,,0,0,0,0
Nebraska,Maryland,75.0,3,1,0,4
Nebraska,Miami (FL),50.0,6,6,0,12
Nebraska,Michigan,30.77,4,9,1,14
Nebraska,Michigan State,71.43,10,4,0,14
Nebraska,Minnesota,39.68,25,38,2,65
Nebraska,Mississippi State,100.0,1,0,0,1
Nebraska,Missouri,64.52,60,33,3,96
Nebraska,NC State,100.0,2,0,0,2
Nebraska,Nebraska,,0,0,0,0
Nebraska,North Carolina,100.0,1,0,0,1
Nebraska,Northwestern,61.11,11,7,0,18
Nebraska,Ohio State,9.09,1,10,0,11
Nebraska,Oklahoma,44.71,38,47,3,88
Nebraska,Oklahoma State,88.1,37,5,1,43
Nebraska,Ole Miss,0.0,0,1,0,1
Nebraska,Oregon,75.0,6,2,0,8
Nebraska,Oregon State,81.82,9,2,0,11
Nebraska,Penn State,52.63,10,9,0,19
Nebraska,Pittsburgh,28.57,6,15,3,24
Nebraska,Purdue,53.85,7,6,0,13
Nebraska,Rutgers,100.0,7,0,0,7
Nebraska,South Carolina,75.0,3,1,0,4
Nebraska,Stanford,0.0,0,1,0,1
Nebraska,Syracuse,41.67,5,7,0,12
Nebraska,TCU,85.71,6,1,0,7
Nebraska,Tennessee,66.67,2,1,0,3
Nebraska,Texas,28.57,4,10,0,14
Nebraska,Texas A&M,71.43,10,4,0,14
Nebraska,Texas Tech,63.64,7,4,0,11
Nebraska,UCF,100.0,1,0,0,1
Nebraska,UCLA,53.33,8,7,0,15
Nebraska,USC,0.0,0,6,1,7
Nebraska,Utah,80.0,4,1,0,5
Nebraska,Vanderbilt,,0,0,0,0
Nebraska,Virginia,,0,0,0,0
Nebraska,Virginia Tech,33.33,1,2,0,3
Nebraska,Wake Forest,100.0,3,0,0,3
Nebraska,Washington,55.56,5,4,1,10
Nebraska,Washington State,25.0,1,3,0,4
Nebraska,West Virginia,100.0,1,0,0,1
Nebraska,Wisconsin,27.78,5,13,0,18
North Carolina,Alabama,0.0,0,1,0,1
North Carolina,Arizona,0.0,0,1,0,1
North Carolina,Arizona State,33.33,1,2,0,3
North Carolina,Arkansas,100.0,2,0,0,2
North Carolina,Auburn,33.33,1,2,0,3
North Carolina,BYU,,0,0,0,0
North Carolina,Baylor,0.0,0,1,0,1
North Carolina,Boston College,66.67,6,3,0,9
North Carolina,California (Cal),0.0,0,3,0,3
North Carolina,Cincinnati,100.0,3,0,0,3
North Carolina,Clemson,31.03,18,40,1,59
North Carolina,Colorado,,0,0,0,0
North Carolina,Duke,62.38,63,38,4,105
North Carolina,Florida,77.78,7,2,1,10
North Carolina,Florida State,19.05,4,17,1,22
North Carolina,Georgia,27.27,6,16,2,24
North Carolina,Georgia Tech,39.29,22,34,3,59
North Carolina,Houston,50.0,1,1,0,2
North Carolina,Illinois,100.0,4,0,0,4
North Carolina,Indiana,100.0,2,0,0,2
North Carolina,Iowa,,0,0,0,0
North Carolina,Iowa State,,0,0,0,0
North Carolina,Kansas,100.0,2,0,0,2
North Carolina,Kansas State,,0,0,0,0
North Carolina,Kentucky,50.0,5,5,0,10
North Carolina,LSU,14.29,1,6,0,7
North Carolina,Louisville,37.5,3,5,0,8
North Carolina,Maryland,53.62,37,32,1,70
North Carolina,Miami (FL),59.26,16,11,0,27
North Carolina,Michigan,66.67,2,1,0,3
North Carolina,Michigan State,33.33,1,2,0,3
North Carolina,Minnesota,100.0,2,0,0,2
North Carolina,Mississippi State,50.0,1,1,0,2
North Carolina,Missouri,0.0,0,3,0,3
North Carolina,NC State,59.41,60,41,5,106
North Carolina,Nebraska,0.0,0,1,0,1
North Carolina,North Carolina,,0,0,0,0
North Carolina,Northwestern,100.0,2,0,0,2
North Carolina,Ohio State,25.0,1,3,0,4
North Carolina,Oklahoma,0.0,0,7,0,7
North Carolina,Oklahoma State,,0,0,0,0
North Carolina,Ole Miss,,0,0,0,0
North Carolina,Oregon,0.0,0,1,0,1
North Carolina,Oregon State,,0,0,0,0
North Carolina,Penn State,100.0,1,0,0,1
North Carolina,Pittsburgh,66.67,12,6,0,18
North Carolina,Purdue,,0,0,0,0
North Carolina,Rutgers,50.0,3,3,0,6
North Carolina,South Carolina,64.29,36,20,4,60
North Carolina,Stanford,50.0,2,2,0,4
North Carolina,Syracuse,62.5,5,3,0,8
North Carolina,TCU,75.0,3,1,0,4
North Carolina,Tennessee,28.57,8,20,1,29
North Carolina,Texas,33.33,3,6,0,9
North Carolina,Texas A&M,0.0,0,1,0,1
North Carolina,Texas Tech,66.67,2,1,0,3
North Carolina,UCF,0.0,0,1,0,1
North Carolina,UCLA,,0,0,0,0
